PROBE_ID chr BP gene_name
ENSG00000065485.13 chr3 122785917 PDIA5
ENSG00000121542.7 chr3 122927169 SEC22A
ENSG00000206527.5 chr3 123210401 PTPLB
ENSG00000175455.10 chr3 123633166 CCDC14
ENSG00000154743.13 chr3 12526010 TSEN2
ENSG00000114547.5 chr3 125688003 ROPN1B
ENSG00000114491.9 chr3 124449213 UMPS
ENSG00000082781.6 chr3 124480795 ITGB5
ENSG00000075975.11 chr3 12598513 MKRN2
ENSG00000132155.7 chr3 12625100 RAF1
ENSG00000173706.8 chr3 124684554 HEG1
ENSG00000180767.5 chr3 126243126 CHST13
ENSG00000221955.6 chr3 124802001 SLC12A8
ENSG00000163848.14 chr3 124944405 ZNF148
ENSG00000114520.6 chr3 125165495 SNX4
ENSG00000144909.7 chr3 125247702 OSBPL11
ENSG00000114544.11 chr3 125725216 SLC41A3
ENSG00000114626.13 chr3 127391801 ABTB1
ENSG00000163884.3 chr3 126061478 KLF15
ENSG00000070476.10 chr3 126156444 ZXDC
ENSG00000180697.4 chr3 126268516 C3orf22
ENSG00000058262.5 chr3 127771212 SEC61A1
ENSG00000075785.8 chr3 128444965 RAB7A
ENSG00000144713.8 chr3 12876445 RPL32
ENSG00000169714.12 chr3 128888327 CNBP
ENSG00000074416.9 chr3 127407911 MGLL
ENSG00000181789.10 chr3 128968449 COPG1
ENSG00000183624.9 chr3 128997683 C3orf37
ENSG00000144711.9 chr3 12938719 IQSEC1
ENSG00000163913.7 chr3 129159097 IFT122
ENSG00000175792.7 chr3 127799803 RUVBL1
ENSG00000163902.7 chr3 128338817 RPN1
ENSG00000177646.13 chr3 128598454 ACAD9
ENSG00000169704.4 chr3 128779610 GP9
ENSG00000172780.12 chr3 128806412 RAB43
ENSG00000240682.5 chr3 128846258 ISY1
ENSG00000184897.4 chr3 129033615 H1FX
ENSG00000207088.1 chr3 129116053 SNORA7B
ENSG00000129071.5 chr3 129149793 MBD4
ENSG00000017260.15 chr3 130613485 ATP2C1
ENSG00000004399.8 chr3 129274018 PLXND1
ENSG00000172765.12 chr3 129366635 TMCC1
ENSG00000198585.7 chr3 131100609 NUDT16
ENSG00000196455.3 chr3 130397779 PIK3R4
ENSG00000034533.7 chr3 130732719 ASTE1
ENSG00000138246.11 chr3 132136370 DNAJC13
ENSG00000081307.8 chr3 132378310 UBA5
ENSG00000246082.2 chr3 131080742 NUDT16P
ENSG00000114686.4 chr3 131181056 MRPL3
ENSG00000249020.1 chr3 131197941 SNORA58
ENSG00000144867.7 chr3 133502877 SRPRB
ENSG00000014257.11 chr3 132036211 ACPP
ENSG00000132182.7 chr3 13357737 NUP210
ENSG00000240303.3 chr3 132276988 ACAD11
ENSG00000113971.14 chr3 132400472 NPHP3
ENSG00000182923.12 chr3 134204633 CEP63
ENSG00000144868.9 chr3 132757235 TMEM108
ENSG00000091527.11 chr3 133292574 CDV3
ENSG00000163781.8 chr3 133319417 TOPBP1
ENSG00000154917.6 chr3 133543083 RAB6B
ENSG00000221972.2 chr3 133646992 C3orf36
ENSG00000163517.10 chr3 13521665 HDAC11
ENSG00000163785.8 chr3 133875978 RYK
ENSG00000114019.10 chr3 134074716 AMOTL2
ENSG00000129055.8 chr3 134196550 ANAPC13
ENSG00000073711.6 chr3 135684515 PPP2R3A
ENSG00000114054.9 chr3 135969148 PCCB
ENSG00000158092.2 chr3 136581050 NCK1
ENSG00000174579.3 chr3 135867764 MSL2
ENSG00000118007.8 chr3 136055077 STAG1
ENSG00000114098.13 chr3 137906184 ARMC8
ENSG00000158186.8 chr3 138066539 MRAS
ENSG00000158234.8 chr3 138327451 FAIM
ENSG00000175110.7 chr3 139062861 MRPS22
ENSG00000158163.10 chr3 137780832 DZIP1L
ENSG00000138231.8 chr3 137879854 DBR1
ENSG00000051382.4 chr3 138374231 PIK3CB
ENSG00000184432.5 chr3 139076248 COPB2
ENSG00000163864.10 chr3 139279033 NMNAT3
ENSG00000155893.7 chr3 140950703 ACPL2
ENSG00000155903.7 chr3 141205891 RASA2
ENSG00000114125.9 chr3 141457046 RNF7
ENSG00000163528.8 chr3 14153580 CHCHD4
ENSG00000069849.6 chr3 141595456 ATP1B3
ENSG00000170876.7 chr3 14166440 TMEM43
ENSG00000154767.10 chr3 14186647 XPC
ENSG00000170860.3 chr3 14219858 LSM3
ENSG00000114120.7 chr3 140660672 SLC25A36
ENSG00000163714.13 chr3 142720381 U2SURP
ENSG00000175040.4 chr3 142838173 CHST2
ENSG00000175066.11 chr3 141882784 GK5
ENSG00000114127.6 chr3 142025449 XRN1
ENSG00000181804.10 chr3 142984064 SLC9A9
ENSG00000131389.12 chr3 14444106 SLC6A6
ENSG00000181744.4 chr3 143690640 C3orf58
ENSG00000154781.11 chr3 14693271 CCDC174
ENSG00000114698.10 chr3 145910126 PLSCR4
ENSG00000188313.8 chr3 146232967 PLSCR1
ENSG00000163754.13 chr3 148709128 GYG1
ENSG00000163755.4 chr3 148847371 HPS3
ENSG00000082996.14 chr3 149530557 RNF13
ENSG00000196428.7 chr3 150126122 TSC22D2
ENSG00000071794.11 chr3 148747914 HLTF
ENSG00000144895.7 chr3 150264581 EIF2A
ENSG00000198843.8 chr3 150321075 SELT
ENSG00000177463.11 chr3 14989236 NR2C2
ENSG00000131368.3 chr3 15090025 MRPS25
ENSG00000114744.4 chr3 149456257 COMMD2
ENSG00000131381.8 chr3 15111580 ZFYVE20
ENSG00000120742.6 chr3 150259781 SERP1
ENSG00000181788.3 chr3 150458914 SIAH2
ENSG00000163646.6 chr3 150643950 CLRN1
ENSG00000152601.13 chr3 152017194 MBNL1
ENSG00000181631.6 chr3 151044100 P2RY13
ENSG00000169313.9 chr3 151055168 P2RY12
ENSG00000131375.5 chr3 15247750 CAPN7
ENSG00000131370.11 chr3 15297157 SH3BP5
ENSG00000181467.2 chr3 152880029 RAP2B
ENSG00000198829.4 chr3 151591431 SUCNR1
ENSG00000144597.9 chr3 15468862 EAF1
ENSG00000206562.7 chr3 15452524 METTL6
ENSG00000174953.9 chr3 153990335 DHX36
ENSG00000163655.10 chr3 155588325 GMPS
ENSG00000131373.10 chr3 15602211 HACL1
ENSG00000163659.8 chr3 156392131 TIPARP
ENSG00000169814.8 chr3 15643249 BTD
ENSG00000169359.8 chr3 155544305 SLC33A1
ENSG00000206560.6 chr3 15708743 ANKRD28
ENSG00000169282.13 chr3 155860751 KCNAB1
ENSG00000114850.2 chr3 156257929 SSR3
ENSG00000174891.8 chr3 157827841 RSRC1
ENSG00000163660.7 chr3 156865342 CCNL1
ENSG00000168827.10 chr3 158362067 GFM1
ENSG00000118855.14 chr3 158519654 MFSD1
ENSG00000168779.15 chr3 157814948 SHOX2
ENSG00000079257.3 chr3 158384203 LXN
ENSG00000113810.11 chr3 160117092 SMC4
ENSG00000169251.8 chr3 160939078 NMD3
ENSG00000186432.4 chr3 160212783 KPNA4
ENSG00000238741.1 chr3 160232695 SCARNA7
ENSG00000154813.5 chr3 16299486 DPH3
ENSG00000131378.9 chr3 16357363 RFTN1
ENSG00000169064.8 chr3 166958075 ZBBX
ENSG00000206120.7 chr3 168525341 EGFEM1P
ENSG00000174776.6 chr3 167196472 WDR49
ENSG00000114209.10 chr3 167401698 PDCD10
ENSG00000173905.4 chr3 167726465 GOLIM4
ENSG00000085274.11 chr3 169490619 MYNN
ENSG00000008952.12 chr3 169684553 SEC62
ENSG00000163558.8 chr3 169940153 PRKCI
ENSG00000154822.11 chr3 16974582 PLCL2
ENSG00000173890.12 chr3 169755717 GPR160
ENSG00000173889.10 chr3 169814679 PHC3
ENSG00000136603.9 chr3 170077411 SKIL
ENSG00000131374.10 chr3 17198654 TBC1D5
ENSG00000163584.13 chr3 170582664 RPL22L1
ENSG00000163577.3 chr3 170606204 EIF5A2
ENSG00000075420.8 chr3 171757418 FNDC3B
ENSG00000114346.9 chr3 172468472 ECT2
ENSG00000075651.11 chr3 171318616 PLD1
ENSG00000121858.6 chr3 172223298 TNFSF10
ENSG00000144959.5 chr3 172348435 NCEH1
ENSG00000177565.11 chr3 176741108 TBL1XR1
ENSG00000121879.3 chr3 178866311 PIK3CA
ENSG00000171109.14 chr3 179065480 MFN1
ENSG00000136518.12 chr3 179280668 ACTL6A
ENSG00000136521.8 chr3 179322490 NDUFB5
ENSG00000058056.4 chr3 179370543 USP13
ENSG00000172667.6 chr3 178741527 ZMAT3
ENSG00000171121.12 chr3 178960566 KCNMB3
ENSG00000114450.5 chr3 179116990 GNB4
ENSG00000114416.13 chr3 180630090 FXR1
ENSG00000136522.9 chr3 179306619 MRPL47
ENSG00000163728.6 chr3 180319918 TTC14
ENSG00000205981.2 chr3 180701497 DNAJC19
ENSG00000058063.11 chr3 182511288 ATP11B
ENSG00000176597.7 chr3 182971032 B3GNT5
ENSG00000114796.10 chr3 183353356 KLHL24
ENSG00000182568.12 chr3 18386879 SATB1
ENSG00000145191.7 chr3 183853052 EIF2B5
ENSG00000161202.13 chr3 183873176 DVL3
ENSG00000161203.9 chr3 183892643 AP2M1
ENSG00000161204.7 chr3 183903811 ABCF3
ENSG00000145194.13 chr3 183967438 ECE2
ENSG00000175166.12 chr3 184016497 PSMD2
ENSG00000114867.15 chr3 184032330 EIF4G1
ENSG00000175182.9 chr3 184055240 FAM131A
ENSG00000163882.5 chr3 184081194 POLR2H
ENSG00000043093.9 chr3 182655862 DCUN1D1
ENSG00000078070.7 chr3 182733006 MCCC1
ENSG00000078081.3 chr3 182840001 LAMP3
ENSG00000053524.7 chr3 182895831 MCF2L2
ENSG00000172578.7 chr3 183205319 KLHL6
ENSG00000156931.11 chr3 184529931 VPS8
ENSG00000163872.11 chr3 183415606 YEATS2
ENSG00000180834.3 chr3 183533664 MAP6D1
ENSG00000175193.8 chr3 183547173 PARL
ENSG00000114770.12 chr3 183637722 ABCC5
ENSG00000163904.8 chr3 185303962 SENP2
ENSG00000214160.5 chr3 183960122 ALG3
ENSG00000177383.3 chr3 184428156 MAGEF1
ENSG00000090520.6 chr3 186288467 DNAJB11
ENSG00000113790.6 chr3 184908412 EHHADH
ENSG00000156976.10 chr3 186501366 EIF4A2
ENSG00000163900.6 chr3 185207389 TMEM41A
ENSG00000073849.10 chr3 186739644 ST6GAL1
ENSG00000073792.11 chr3 185361527 IGF2BP2
ENSG00000136514.2 chr3 187086120 RTP4
ENSG00000136527.13 chr3 185633694 TRA2B
ENSG00000058866.10 chr3 185864990 DGKG
ENSG00000113838.8 chr3 186264128 TBCCD1
ENSG00000163918.6 chr3 186507684 RFC4
ENSG00000163923.5 chr3 186838736 RPL39L
ENSG00000113916.13 chr3 187439165 BCL6
ENSG00000145012.8 chr3 187930721 LPP
ENSG00000196083.5 chr3 190231887 IL1RAP
ENSG00000198398.2 chr3 190146444 TMEM207
ENSG00000152492.9 chr3 191046874 CCDC50
ENSG00000180611.6 chr3 192514604 MB21D2
ENSG00000185112.4 chr3 194406622 FAM43A
ENSG00000198836.4 chr3 193310933 OPA1
ENSG00000114331.8 chr3 194995465 ACAP2
ENSG00000183960.4 chr3 19189946 KCNH8
ENSG00000185485.10 chr3 195686658 SDHAP1
ENSG00000041802.6 chr3 194361517 LSG1
ENSG00000173950.11 chr3 194789008 XXYLT1
ENSG00000174013.7 chr3 196295559 FBXO45
ENSG00000174004.5 chr3 196366557 NRROS
ENSG00000119231.6 chr3 196594727 SENP5
ENSG00000184203.3 chr3 195241221 PPP1R2
ENSG00000145113.17 chr3 195473636 MUC4
ENSG00000061938.12 chr3 195590235 TNK2
ENSG00000072274.8 chr3 195776347 TFRC
ENSG00000213123.5 chr3 196018090 TCTEX1D2
ENSG00000163960.7 chr3 196074533 UBXN7
ENSG00000186001.8 chr3 197518145 LRCH3
ENSG00000182899.10 chr3 197676858 RPL35A
ENSG00000163961.4 chr3 196195654 RNF168
ENSG00000185798.6 chr3 196281056 WDR53
ENSG00000174007.7 chr3 196433148 CEP19
ENSG00000163964.9 chr3 196439245 PIGX
ENSG00000180370.6 chr3 196466728 PAK2
ENSG00000114503.6 chr3 196662278 NCBP2
ENSG00000075711.16 chr3 196771422 DLG1
ENSG00000122068.7 chr3 197476424 FYTTD1
ENSG00000114473.9 chr3 197615946 IQCG
ENSG00000163576.13 chr3 19920964 EFHB
ENSG00000144566.6 chr3 19988571 RAB5A
ENSG00000114166.7 chr3 20081515 KAT2B
ENSG00000182247.5 chr3 23244784 UBE2E2
ENSG00000170142.7 chr3 23847394 UBE2E1
ENSG00000197885.6 chr3 23933572 NKIRAS1
ENSG00000174748.14 chr3 23958036 RPL15
ENSG00000077097.9 chr3 25639490 TOP2B
ENSG00000151092.12 chr3 25760604 NGLY1
ENSG00000151093.3 chr3 25831571 OXSM
ENSG00000033867.12 chr3 27414214 SLC4A7
ENSG00000187118.8 chr3 28283086 CMC1
ENSG00000163512.9 chr3 28362538 AZI2
ENSG00000163513.13 chr3 30648093 TGFBR2
ENSG00000091181.15 chr3 3111421 IL5RA
ENSG00000163527.5 chr3 31574282 STT3B
ENSG00000072756.12 chr3 3168600 TRNT1
ENSG00000113851.9 chr3 3191695 CRBN
ENSG00000197385.5 chr3 32023266 ZNF860
ENSG00000152642.6 chr3 32148003 GPD1L
ENSG00000170293.4 chr3 32280171 CMTM8
ENSG00000153551.9 chr3 32433163 CMTM7
ENSG00000091317.7 chr3 32522804 CMTM6
ENSG00000144635.4 chr3 32567463 DYNC1LI1
ENSG00000182973.14 chr3 32726637 CNOT10
ENSG00000170266.11 chr3 33038100 GLB1
ENSG00000170275.10 chr3 33155471 CRTAP
ENSG00000173705.4 chr3 33191537 SUSD5
ENSG00000153558.9 chr3 33318914 FBXL2
ENSG00000153560.7 chr3 33429828 UBP1
ENSG00000163539.11 chr3 33537737 CLASP2
ENSG00000170248.9 chr3 33840066 PDCD6IP
ENSG00000163673.6 chr3 36753913 DCLK3
ENSG00000168016.9 chr3 36868311 TRANK1
ENSG00000178567.5 chr3 37027357 EPM2AIP1
ENSG00000076242.10 chr3 37034823 MLH1
ENSG00000093167.13 chr3 37094147 LRRFIP2
ENSG00000144674.12 chr3 37284668 GOLGA4
ENSG00000144668.7 chr3 37493610 ITGA9
ENSG00000187091.9 chr3 38048989 PLCD1
ENSG00000060971.13 chr3 38164201 ACAA1
ENSG00000172936.8 chr3 38179969 MYD88
ENSG00000172939.4 chr3 38206996 OXSR1
ENSG00000114742.9 chr3 39093489 WDR48
ENSG00000114745.9 chr3 39138150 GORASP1
ENSG00000144655.10 chr3 39183346 CSRNP1
ENSG00000168329.9 chr3 39304985 CX3CR1
ENSG00000144659.6 chr3 39424839 SLC25A38
ENSG00000168028.9 chr3 39451750 RPSA
ENSG00000114784.3 chr3 40351175 EIF1B
ENSG00000168032.4 chr3 40428647 ENTPD3
ENSG00000188846.9 chr3 40498831 RPL14
ENSG00000172888.7 chr3 40566369 ZNF621
ENSG00000168036.12 chr3 41240996 CTNNB1
ENSG00000182606.10 chr3 42132562 TRAK1
ENSG00000114812.8 chr3 42544115 VIPR1
ENSG00000093183.9 chr3 42589463 SEC22C
ENSG00000008324.6 chr3 42632298 SS18L2
ENSG00000114857.13 chr3 42642106 NKTR
ENSG00000114853.9 chr3 42695176 ZBTB47
ENSG00000010282.10 chr3 42734155 HHATL
ENSG00000181061.9 chr3 42825790 HIGD1A
ENSG00000144647.5 chr3 43120726 GTDC2
ENSG00000170364.8 chr3 4344988 SETMAR
ENSG00000163788.9 chr3 43328032 SNRK
ENSG00000160746.8 chr3 43407340 ANO10
ENSG00000011198.3 chr3 43732362 ABHD5
ENSG00000144455.9 chr3 4402830 SUMF1
ENSG00000179152.14 chr3 44379611 TCAIM
ENSG00000186448.10 chr3 44666532 ZNF197
ENSG00000169981.6 chr3 44690219 ZNF35
ENSG00000169964.5 chr3 44903361 TMEM42
ENSG00000163812.9 chr3 44966338 ZDHHC3
ENSG00000075914.8 chr3 45017722 EXOSC7
ENSG00000163815.5 chr3 45067675 CLEC3B
ENSG00000249992.1 chr3 45265958 TMEM158
ENSG00000011376.5 chr3 45429998 LARS2
ENSG00000211456.6 chr3 45730754 SACM1L
ENSG00000163818.12 chr3 45864808 LZTFL1
ENSG00000163820.10 chr3 45959396 FYCO1
ENSG00000173578.6 chr3 46062291 XCR1
ENSG00000163823.3 chr3 46243200 CCR1
ENSG00000121797.9 chr3 46449049 ACKR5
ENSG00000012223.8 chr3 46477136 LTF
ENSG00000188086.8 chr3 46783840 PRSS45
ENSG00000178055.8 chr3 46871894 PRSS42
ENSG00000160799.7 chr3 46963221 CCDC12
ENSG00000160796.12 chr3 47021173 NBEAL2
ENSG00000181555.15 chr3 47058179 SETD2
ENSG00000150995.13 chr3 4535034 ITPR1
ENSG00000114648.7 chr3 47324436 KLHL18
ENSG00000076201.10 chr3 47422510 PTPN23
ENSG00000114650.14 chr3 47455203 SCAP
ENSG00000163832.11 chr3 47537130 ELP6
ENSG00000173473.6 chr3 47626762 SMARCC1
ENSG00000132153.10 chr3 47844418 DHX30
ENSG00000235947.1 chr3 4790876 EGOT
ENSG00000047849.17 chr3 47893358 MAP4
ENSG00000164047.3 chr3 48264837 CAMP
ENSG00000164048.9 chr3 48282590 ZNF589
ENSG00000172113.4 chr3 48334754 NME6
ENSG00000232112.3 chr3 48481667 TMA7
ENSG00000164051.9 chr3 48473580 CCDC51
ENSG00000164053.13 chr3 48488137 ATRIP
ENSG00000164054.11 chr3 48509197 SHISA5
ENSG00000114268.7 chr3 48555117 PFKFB4
ENSG00000010256.6 chr3 48636436 UQCRC1
ENSG00000225697.6 chr3 48663158 SLC26A6
ENSG00000213672.3 chr3 48711277 NCKIPSD
ENSG00000068745.10 chr3 48730881 IP6K2
ENSG00000114302.11 chr3 48784012 PRKAR2A
ENSG00000178537.5 chr3 48894369 SLC25A20
ENSG00000221883.2 chr3 48955221 ARIH2OS
ENSG00000177479.15 chr3 48956254 ARIH2
ENSG00000178467.12 chr3 49027322 P4HTM
ENSG00000178252.12 chr3 49044495 WDR6
ENSG00000178057.10 chr3 49058444 NDUFAF3
ENSG00000178149.12 chr3 49052921 DALRD3
ENSG00000178035.7 chr3 49061758 IMPDH2
ENSG00000198218.6 chr3 49067365 QRICH1
ENSG00000172053.10 chr3 49133370 QARS
ENSG00000185909.10 chr3 49209044 KLHDC8B
ENSG00000177352.9 chr3 49199968 CCDC71
ENSG00000188315.3 chr3 49306219 C3orf62
ENSG00000114316.8 chr3 49315539 USP4
ENSG00000233276.2 chr3 49394611 GPX1
ENSG00000067560.6 chr3 49396578 RHOA
ENSG00000145022.4 chr3 49449639 TCTA
ENSG00000145020.10 chr3 49454212 AMT
ENSG00000145029.7 chr3 49460379 NICN1
ENSG00000173402.7 chr3 49507565 DAG1
ENSG00000164062.8 chr3 49711435 APEH
ENSG00000173531.11 chr3 49721380 MST1
ENSG00000164068.11 chr3 49726932 RNF123
ENSG00000173540.8 chr3 49758909 GMPPB
ENSG00000176095.7 chr3 49761728 IP6K1
ENSG00000185614.4 chr3 49840687 FAM212A
ENSG00000182179.6 chr3 49842640 UBA7
ENSG00000164077.9 chr3 49946302 MON1A
ENSG00000134107.4 chr3 5020801 BHLHE40
ENSG00000004534.10 chr3 49977466 RBM6
ENSG00000003756.12 chr3 50126341 RBM5
ENSG00000114349.5 chr3 50229045 GNAT1
ENSG00000114353.12 chr3 50273384 GNAI2
ENSG00000214706.6 chr3 50325163 IFRD2
ENSG00000186792.11 chr3 50330262 HYAL3
ENSG00000068001.9 chr3 50355227 HYAL2
ENSG00000243477.1 chr3 50333833 NAT6
ENSG00000068028.13 chr3 50367219 RASSF1
ENSG00000114383.5 chr3 50362338 TUSC2
ENSG00000114395.6 chr3 50388276 CYB561D2
ENSG00000114388.8 chr3 50384919 NPRL2
ENSG00000126062.3 chr3 50392180 TMEM115
ENSG00000114735.5 chr3 50606628 HEMK1
ENSG00000114737.11 chr3 50643953 CISH
ENSG00000114738.6 chr3 50654601 MAPKAPK3
ENSG00000088538.12 chr3 50712672 DOCK3
ENSG00000145050.11 chr3 51422478 MANF
ENSG00000179837.6 chr3 51428731 RBM15B
ENSG00000164080.8 chr3 51575596 RAD54L2
ENSG00000164081.8 chr3 51705248 TEX264
ENSG00000164082.10 chr3 51741086 GRM2
ENSG00000041880.10 chr3 51976361 PARP3
ENSG00000134108.8 chr3 5163905 ARL8B
ENSG00000114779.15 chr3 52002546 ABHD14B
ENSG00000248487.4 chr3 52009084 ABHD14A
ENSG00000090097.15 chr3 51991474 PCBP4
ENSG00000243989.3 chr3 52017478 ACY1
ENSG00000162244.6 chr3 52027616 RPL29
ENSG00000164086.8 chr3 52082939 DUSP7
ENSG00000164087.3 chr3 52109269 POC1A
ENSG00000023330.10 chr3 52232110 ALAS1
ENSG00000164088.13 chr3 52279841 PPM1M
ENSG00000247596.4 chr3 52262626 TWF2
ENSG00000164091.7 chr3 52288437 WDR82
ENSG00000168237.13 chr3 52321836 GLYCTK
ENSG00000134109.6 chr3 5229358 EDEM1
ENSG00000114841.13 chr3 52350335 DNAH1
ENSG00000163930.5 chr3 52435029 BAP1
ENSG00000010322.11 chr3 52489524 NISCH
ENSG00000010327.6 chr3 52529354 STAB1
ENSG00000168268.6 chr3 52558403 NT5DC2
ENSG00000212452.1 chr3 52726752 SNORD69
ENSG00000163938.12 chr3 52719936 GNL3
ENSG00000114902.9 chr3 52739652 SPCS1
ENSG00000016864.12 chr3 52728508 GLT8D1
ENSG00000114904.8 chr3 52744800 NEK4
ENSG00000243696.3 chr3 52867139 MUSTN1
ENSG00000213533.7 chr3 52870772 TMEM110
ENSG00000163932.9 chr3 53195215 PRKCD
ENSG00000163931.11 chr3 53259675 TKT
ENSG00000162290.12 chr3 53317447 DCP1A
ENSG00000113812.9 chr3 53901093 ACTR8
ENSG00000113811.6 chr3 53919227 SELK
ENSG00000157445.10 chr3 54156693 CACNA2D3
ENSG00000180376.12 chr3 56591201 CCDC66
ENSG00000163946.9 chr3 56654573 FAM208A
ENSG00000163947.7 chr3 56761446 ARHGEF3
ENSG00000157500.6 chr3 57261765 APPL1
ENSG00000174840.8 chr3 57542004 PDE12
ENSG00000168374.6 chr3 57557090 ARF4
ENSG00000163681.10 chr3 57743174 SLMAP
ENSG00000136068.10 chr3 57994127 FLNB
ENSG00000163686.9 chr3 58223259 ABHD6
ENSG00000255154.2 chr3 58291974 RPP14
ENSG00000168297.11 chr3 58318607 PXK
ENSG00000168291.8 chr3 58413357 PDHB
ENSG00000168301.8 chr3 58483500 KCTD6
ENSG00000168306.8 chr3 58490863 ACOX2
ENSG00000189283.5 chr3 59735036 FHIT
ENSG00000114405.6 chr3 62305396 C3orf14
ENSG00000163618.13 chr3 62384022 CADPS
ENSG00000163634.7 chr3 63819546 THOC7
ENSG00000163636.6 chr3 63996225 PSMD6
ENSG00000163637.7 chr3 64079543 PRICKLE2
ENSG00000144749.9 chr3 66429221 LRIG1
ENSG00000163376.7 chr3 67048727 KBTBD8
ENSG00000172340.10 chr3 67425143 SUCLG2
ENSG00000163378.9 chr3 69024368 EOGT
ENSG00000144746.6 chr3 69134095 ARL6IP5
ENSG00000144747.10 chr3 69068980 TMF1
ENSG00000144744.12 chr3 69103881 UBA3
ENSG00000163380.11 chr3 69156023 LMOD3
ENSG00000187098.10 chr3 69985738 MITF
ENSG00000114861.14 chr3 71003844 FOXP1
ENSG00000170837.2 chr3 71803201 GPR27
ENSG00000163412.7 chr3 71733833 EIF4E3
ENSG00000163421.4 chr3 71820807 PROK2
ENSG00000163602.8 chr3 72423744 RYBP
ENSG00000144736.9 chr3 72798430 SHQ1
ENSG00000163605.10 chr3 73045991 PPP4R2
ENSG00000114480.8 chr3 81538850 GBE1
ENSG00000083937.4 chr3 87276435 CHMP2B
ENSG00000180914.6 chr3 8792094 OXTR
ENSG00000163320.6 chr3 88101094 CGGBP1
ENSG00000175105.5 chr3 88188254 ZNF654
ENSG00000179021.5 chr3 88198893 C3orf38
ENSG00000196220.11 chr3 9022278 SRGAP3
ENSG00000169379.11 chr3 93698986 ARL13B
ENSG00000178694.5 chr3 93781760 NSUN3
ENSG00000134077.11 chr3 9404736 THUMPD3
ENSG00000184500.10 chr3 93591881 PROS1
ENSG00000178700.3 chr3 93776766 DHFRL1
ENSG00000163719.14 chr3 9691146 MTMR14
ENSG00000156983.11 chr3 9773429 BRPF1
ENSG00000080200.5 chr3 97595819 CRYBG3
ENSG00000114026.17 chr3 9791628 OGG1
ENSG00000134072.6 chr3 9799026 CAMK1
ENSG00000241553.7 chr3 9834242 ARPC4
ENSG00000171148.9 chr3 9821544 TADA3
ENSG00000064225.8 chr3 98451572 ST3GAL6
ENSG00000156990.10 chr3 9879533 RPUSD3
ENSG00000170854.12 chr3 97663086 MINA
ENSG00000171135.10 chr3 9932238 JAGN1
ENSG00000163702.14 chr3 9958758 IL17RC
ENSG00000163703.13 chr3 9975540 CRELD1
ENSG00000080822.12 chr3 98234317 CLDND1
ENSG00000080819.2 chr3 98298286 CPOX
ENSG00000184220.6 chr3 99536678 CMSS1
ENSG00000057019.11 chr3 98514785 DCBLD2
ENSG00000151247.8 chr4 99792835 EIF4E
ENSG00000164024.7 chr4 99916771 METAP1
ENSG00000197894.6 chr4 99992132 ADH5
ENSG00000109667.7 chr4 9827848 SLC2A9
ENSG00000145331.9 chr4 100467884 TRMT10A
ENSG00000071127.12 chr4 10075964 WDR1
ENSG00000109270.8 chr4 100802650 LAMTOR3
ENSG00000070190.8 chr4 100738003 DAPP1
ENSG00000127418.10 chr4 1006239 FGFRL1
ENSG00000164031.12 chr4 100817405 DNAJB14
ENSG00000164032.7 chr4 100869245 H2AFZ
ENSG00000145358.2 chr4 101107027 DDIT4L
ENSG00000138814.12 chr4 101944587 PPP3CA
ENSG00000153064.7 chr4 102734983 BANK1
ENSG00000138821.8 chr4 103182823 SLC39A8
ENSG00000109320.7 chr4 103422486 NFKB1
ENSG00000109323.4 chr4 103553050 MANBA
ENSG00000109332.15 chr4 103718409 UBE2D3
ENSG00000145354.5 chr4 103790135 CISD2
ENSG00000138778.7 chr4 104026963 CENPE
ENSG00000178163.3 chr4 10441498 ZNF518B
ENSG00000169836.4 chr4 104507188 TACR3
ENSG00000168769.8 chr4 106067032 TET2
ENSG00000138777.15 chr4 106290400 PPA2
ENSG00000138785.10 chr4 106603784 INTS12
ENSG00000138801.4 chr4 108534822 PAPSS1
ENSG00000155016.13 chr4 108852525 CYP2U1
ENSG00000138796.11 chr4 108910940 HADH
ENSG00000164023.10 chr4 108814430 SGMS2
ENSG00000138795.5 chr4 108968701 LEF1
ENSG00000109475.12 chr4 109541812 RPL34
ENSG00000198856.8 chr4 109571740 OSTC
ENSG00000138802.7 chr4 110354971 SEC24B
ENSG00000109534.12 chr4 110736709 GAR1
ENSG00000005059.11 chr4 110481361 CCDC109B
ENSG00000138794.5 chr4 110609898 CASP6
ENSG00000205403.8 chr4 110661852 CFI
ENSG00000170522.5 chr4 110970543 ELOVL6
ENSG00000174749.4 chr4 113066553 C4orf32
ENSG00000138660.7 chr4 113152893 AP1AR
ENSG00000145365.9 chr4 113196783 TIFA
ENSG00000174720.11 chr4 113558120 LARP7
ENSG00000073331.13 chr4 113218499 ALPK1
ENSG00000178403.3 chr4 113434672 NEUROG2
ENSG00000145349.12 chr4 114372188 CAMK2D
ENSG00000269893.2 chr4 119199864 SNHG8
ENSG00000145388.9 chr4 119606568 METTL14
ENSG00000150961.10 chr4 119643979 SEC24D
ENSG00000138735.11 chr4 120415550 PDE5A
ENSG00000159692.11 chr4 1205236 CTBP1
ENSG00000164109.8 chr4 120980577 MAD2L1
ENSG00000186867.6 chr4 122250469 QRFPR
ENSG00000123737.8 chr4 122722475 EXOSC9
ENSG00000164111.10 chr4 122589110 ANXA5
ENSG00000138686.5 chr4 122745595 BBS7
